audio_full_path,label_4_emotion,label_3_polarity,true_arousal,true_valence,label_7_emotion
D:/bigcreate/语言预测数据/train/M0002-0060-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0061-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0002-0063-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0065-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0066-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0067-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0068-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0070-W2.wav,0,0,0.6,0.6,2
D:/bigcreate/语言预测数据/train/M0002-0073-A1_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0002-0074-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0002-0077-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0078-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0079-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0081-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0083-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0002-0084-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0085-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0086-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0087-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0088-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0090-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0002-0091-W2.wav,0,0,0.6,0.6,2
D:/bigcreate/语言预测数据/train/M0002-0094-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0096-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0098-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0104-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0105-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0106-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0107-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0110-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0002-0111-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0002-0112-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0002-0113-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0115-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0120-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0125-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0002-0127-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0003-0001-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0003-0002-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0003-0003-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0004-0002-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0005-0001-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0005-0002-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0005-0003-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0005-0004-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0005-0005-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0005-0006-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0005-0007-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0005-0008-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0005-0009-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0005-0010-A1_S1.wav,2,1,0.3,-0.3,4
D:/bigcreate/语言预测数据/train/M0005-0012-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0005-0013-A1_W1.wav,1,1,0.3,-0.3,1
D:/bigcreate/语言预测数据/train/M0005-0016-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0005-0017-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0005-0018-A1_S1_W1.wav,2,1,0.3,-0.3,4
D:/bigcreate/语言预测数据/train/M0005-0019-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0005-0020-A1_S1_W1.wav,2,1,0.3,-0.3,4
D:/bigcreate/语言预测数据/train/M0005-0022-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0005-0023-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0005-0024-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0005-0025-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0005-0026-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0005-0028-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0005-0029-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0005-0030-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0005-0032-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0005-0033-W2.wav,0,0,0.6,0.6,2
D:/bigcreate/语言预测数据/train/M0005-0034-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0005-0035-A1_W1.wav,1,1,0.3,-0.3,1
D:/bigcreate/语言预测数据/train/M0005-0036-A1_W1.wav,1,1,0.3,-0.3,1
D:/bigcreate/语言预测数据/train/M0005-0037-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0005-0038-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0006-0001-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0006-0002-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0006-0003-A1_W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0006-0006-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0006-0007-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0006-0008-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0006-0009-S1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0006-0010-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0006-0011-A1_W1.wav,1,1,0.3,-0.3,1
D:/bigcreate/语言预测数据/train/M0006-0013-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0006-0014-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0006-0015-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0006-0016-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0006-0017-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0006-0018-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0006-0019-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0006-0020-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0006-0021-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0006-0022-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0006-0023-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0006-0024-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0006-0025-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0006-0026-S1.wav,2,1,0.3,-0.3,4
D:/bigcreate/语言预测数据/train/M0006-0027-A2_S1_W1.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0006-0028-A1_S1_W1.wav,2,1,0.3,-0.3,4
D:/bigcreate/语言预测数据/train/M0006-0029-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0006-0030-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0006-0031-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0006-0032-S1_W1.wav,2,1,0.3,-0.3,4
D:/bigcreate/语言预测数据/train/M0006-0033-S1_W1.wav,2,1,0.3,-0.3,4
D:/bigcreate/语言预测数据/train/M0006-0034-S1.wav,2,1,0.3,-0.3,4
D:/bigcreate/语言预测数据/train/M0006-0035-S1.wav,2,1,0.3,-0.3,4
D:/bigcreate/语言预测数据/train/M0007-0001-A1_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0007-0002-A1_S1_W2.wav,0,0,0.6,0.6,2
D:/bigcreate/语言预测数据/train/M0007-0003-A2_W2.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0001-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0002-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0003-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0004-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0005-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0007-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0008-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0009-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0010-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0011-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0012-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0013-B1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0014-B2_W2.wav,0,0,0.6,0.6,2
D:/bigcreate/语言预测数据/train/M0008-0015-B2_W1.wav,0,0,0.6,0.6,2
D:/bigcreate/语言预测数据/train/M0008-0016-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0017-A1_W1.wav,1,1,0.3,-0.3,1
D:/bigcreate/语言预测数据/train/M0008-0018-A1_W1.wav,1,1,0.3,-0.3,1
D:/bigcreate/语言预测数据/train/M0008-0019-A1_W1.wav,1,1,0.3,-0.3,1
D:/bigcreate/语言预测数据/train/M0008-0020-A1_W1.wav,1,1,0.3,-0.3,1
D:/bigcreate/语言预测数据/train/M0008-0021-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0022-B1_W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0023-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0024-W2.wav,0,0,0.6,0.6,2
D:/bigcreate/语言预测数据/train/M0008-0025-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0026-A1_B1_W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0027-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0028-A1_W1.wav,1,1,0.3,-0.3,1
D:/bigcreate/语言预测数据/train/M0008-0029-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0030-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0031-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0032-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0033-W2.wav,0,0,0.6,0.6,2
D:/bigcreate/语言预测数据/train/M0008-0034-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0035-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0036-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0037-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0038-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0039-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0040-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0041-A3_W2.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0042-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0043-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0044-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0045-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0046-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0047-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0048-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0049-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0050-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0051-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0052-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0053-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0054-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0055-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0056-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0057-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0058-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0059-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0060-A1_W1.wav,1,1,0.3,-0.3,1
D:/bigcreate/语言预测数据/train/M0008-0061-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0062-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0063-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0064-A1_W1.wav,1,1,0.3,-0.3,1
D:/bigcreate/语言预测数据/train/M0008-0065-A1_W1.wav,1,1,0.3,-0.3,1
D:/bigcreate/语言预测数据/train/M0008-0066-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0067-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0068-A2_W1.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0069-A2_W1.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0070-A2_W1.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0071-A2_W1.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0072-A2_W1.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0073-A2_W1.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0074-A2_W1.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0075-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0076-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0077-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0078-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0079-A1_B1_W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0080-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0081-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0082-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0083-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0084-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0085-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0086-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0087-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0088-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0089-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0090-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0091-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0092-W2.wav,0,0,0.6,0.6,2
D:/bigcreate/语言预测数据/train/M0008-0094-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0095-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0096-A2_W2.wav,1,1,0.6,-0.6,1
D:/bigcreate/语言预测数据/train/M0008-0097-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0098-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0099-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0100-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0101-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0102-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0103-W1.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0104-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0105-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0106-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0107-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0108-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0109-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0110-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0111-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0112-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0113-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0114-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0115-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0116-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0117-A3_W3.wav,1,1,0.9,-0.9,0
D:/bigcreate/语言预测数据/train/M0008-0119-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0120-B1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0121-B2_W2.wav,0,0,0.6,0.6,2
D:/bigcreate/语言预测数据/train/M0008-0122-W2.wav,0,0,0.6,0.6,2
D:/bigcreate/语言预测数据/train/M0008-0123-B1_W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0124-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0125-W2.wav,0,0,0.6,0.6,2
D:/bigcreate/语言预测数据/train/M0008-0126-W2.wav,0,0,0.6,0.6,2
D:/bigcreate/语言预测数据/train/M0008-0127-W2.wav,0,0,0.6,0.6,2
D:/bigcreate/语言预测数据/train/M0008-0128-W2.wav,0,0,0.6,0.6,2
D:/bigcreate/语言预测数据/train/M0008-0129-W2.wav,0,0,0.6,0.6,2
D:/bigcreate/语言预测数据/train/M0008-0130-W1.wav,0,0,0.3,0.3,5
D:/bigcreate/语言预测数据/train/M0008-0131-0.wav,3,2,0.2,0.0,6
D:/bigcreate/语言预测数据/train/M0008-0132-0.wav,3,2,0.2,0.0,6
